segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7775 (10496/13500),0.0081 (109/13500),0.0000 (0/13500),0.0008 (11/13500),0.0000 (0/13500),0.0000 (0/13500),0.2076 (2802/13500),0.0050 (67/13500),0.0000 (0/13500),0.0011 (15/13500)
active_customer_1m,0.0000 (0/37949),0.5642 (21409/37949),0.4328 (16424/37949),0.0000 (0/37949),0.0031 (116/37949),0.0000 (0/37949),0.0000 (0/37949),0.0000 (0/37949),0.0000 (0/37949),0.0000 (0/37949)
active_customer_6m,0.0000 (0/54771),0.2047 (11214/54771),0.5821 (31883/54771),0.0000 (0/54771),0.0104 (567/54771),0.2028 (11107/54771),0.0000 (0/54771),0.0000 (0/54771),0.0000 (0/54771),0.0000 (0/54771)
dead_credit_holder,0.0000 (0/2354),0.0055 (13/2354),0.0000 (0/2354),0.9652 (2272/2354),0.0000 (0/2354),0.0000 (0/2354),0.0000 (0/2354),0.0000 (0/2354),0.0000 (0/2354),0.0293 (69/2354)
dead_customer,0.0000 (0/482),0.0124 (6/482),0.0145 (7/482),0.0000 (0/482),0.9315 (449/482),0.0311 (15/482),0.0000 (0/482),0.0000 (0/482),0.0104 (5/482),0.0000 (0/482)
dormant_customer,0.0000 (0/24580),0.0974 (2394/24580),0.0000 (0/24580),0.0000 (0/24580),0.0202 (496/24580),0.7442 (18293/24580),0.0000 (0/24580),0.0000 (0/24580),0.1382 (3397/24580),0.0000 (0/24580)
fresh_credit_holder,0.0000 (0/1327),0.2223 (295/1327),0.0000 (0/1327),0.0023 (3/1327),0.0000 (0/1327),0.0000 (0/1327),0.0000 (0/1327),0.0000 (0/1327),0.0000 (0/1327),0.7754 (1029/1327)
rejected,0.0000 (0/61608),0.0193 (1190/61608),0.0000 (1/61608),0.0003 (19/61608),0.0000 (0/61608),0.0000 (0/61608),0.1841 (11342/61608),0.7947 (48958/61608),0.0000 (0/61608),0.0016 (98/61608)
soft_churn_customer,0.0000 (0/6768),0.0476 (322/6768),0.0000 (0/6768),0.0000 (0/6768),0.0223 (151/6768),0.0000 (0/6768),0.0000 (0/6768),0.0000 (0/6768),0.9301 (6295/6768),0.0000 (0/6768)
unactivated_credit_holder,0.0000 (0/226707),0.0387 (8777/226707),0.0000 (0/226707),0.0203 (4598/226707),0.0000 (7/226707),0.0000 (0/226707),0.0000 (0/226707),0.0000 (0/226707),0.0000 (0/226707),0.9410 (213325/226707)
