segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9875 (13952/14129),0.0005 (7/14129),0.0000 (0/14129),0.0000 (0/14129),0.0000 (0/14129),0.0000 (0/14129),0.0042 (59/14129),0.0079 (111/14129),0.0000 (0/14129),0.0000 (0/14129)
active_customer_1m,0.0000 (0/36706),0.3936 (14447/36706),0.6062 (22253/36706),0.0000 (0/36706),0.0002 (6/36706),0.0000 (0/36706),0.0000 (0/36706),0.0000 (0/36706),0.0000 (0/36706),0.0000 (0/36706)
active_customer_6m,0.0000 (0/58955),0.1229 (7243/58955),0.7925 (46724/58955),0.0000 (0/58955),0.0003 (20/58955),0.0843 (4968/58955),0.0000 (0/58955),0.0000 (0/58955),0.0000 (0/58955),0.0000 (0/58955)
dead_credit_holder,0.0000 (0/2246),0.0013 (3/2246),0.0000 (0/2246),0.9840 (2210/2246),0.0000 (0/2246),0.0000 (0/2246),0.0000 (0/2246),0.0000 (0/2246),0.0000 (0/2246),0.0147 (33/2246)
dead_customer,0.0000 (0/406),0.0074 (3/406),0.0172 (7/406),0.0000 (0/406),0.9507 (386/406),0.0246 (10/406),0.0000 (0/406),0.0000 (0/406),0.0000 (0/406),0.0000 (0/406)
dormant_customer,0.0000 (0/16269),0.0333 (541/16269),0.0033 (53/16269),0.0000 (0/16269),0.0004 (6/16269),0.9631 (15669/16269),0.0000 (0/16269),0.0000 (0/16269),0.0000 (0/16269),0.0000 (0/16269)
fresh_credit_holder,0.0000 (0/197),0.1421 (28/197),0.0051 (1/197),0.0000 (0/197),0.0000 (0/197),0.0000 (0/197),0.0508 (10/197),0.0000 (0/197),0.0000 (0/197),0.8020 (158/197)
rejected,0.0000 (0/63462),0.0011 (68/63462),0.0000 (0/63462),0.0000 (1/63462),0.0000 (0/63462),0.0000 (0/63462),0.0033 (208/63462),0.9956 (63185/63462),0.0000 (0/63462),0.0000 (0/63462)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/237676),0.0156 (3704/237676),0.0013 (304/237676),0.0001 (31/237676),0.0000 (0/237676),0.0000 (0/237676),0.0000 (0/237676),0.0000 (0/237676),0.0000 (0/237676),0.9830 (233637/237676)
