segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9968 (6937/6959),0.0003 (2/6959),0.0000 (0/6959),0.0000 (0/6959),0.0000 (0/6959),0.0000 (0/6959),0.0007 (5/6959),0.0022 (15/6959),0.0000 (0/6959),0.0000 (0/6959)
active_customer_1m,0.0000 (0/9626),0.4820 (4640/9626),0.5177 (4983/9626),0.0000 (0/9626),0.0003 (3/9626),0.0000 (0/9626),0.0000 (0/9626),0.0000 (0/9626),0.0000 (0/9626),0.0000 (0/9626)
active_customer_6m,0.0000 (0/24332),0.1500 (3650/24332),0.7604 (18503/24332),0.0000 (0/24332),0.0001 (2/24332),0.0895 (2177/24332),0.0000 (0/24332),0.0000 (0/24332),0.0000 (0/24332),0.0000 (0/24332)
dead_credit_holder,0.0000 (0/316),0.0000 (0/316),0.0000 (0/316),0.9905 (313/316),0.0000 (0/316),0.0000 (0/316),0.0000 (0/316),0.0000 (0/316),0.0000 (0/316),0.0095 (3/316)
dead_customer,0.0000 (0/98),0.0204 (2/98),0.0102 (1/98),0.0000 (0/98),0.9184 (90/98),0.0510 (5/98),0.0000 (0/98),0.0000 (0/98),0.0000 (0/98),0.0000 (0/98)
dormant_customer,0.0000 (0/8397),0.0220 (185/8397),0.0000 (0/8397),0.0000 (0/8397),0.0001 (1/8397),0.9778 (8211/8397),0.0000 (0/8397),0.0000 (0/8397),0.0000 (0/8397),0.0000 (0/8397)
fresh_credit_holder,0.0000 (0/163),0.0123 (2/163),0.0000 (0/163),0.0000 (0/163),0.0000 (0/163),0.0000 (0/163),0.0000 (0/163),0.0000 (0/163),0.0000 (0/163),0.9877 (161/163)
rejected,0.0000 (0/42682),0.0001 (6/42682),0.0000 (0/42682),0.0000 (0/42682),0.0000 (0/42682),0.0000 (0/42682),0.0005 (21/42682),0.9994 (42655/42682),0.0000 (0/42682),0.0000 (0/42682)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/49995),0.0061 (304/49995),0.0000 (0/49995),0.0002 (10/49995),0.0000 (0/49995),0.0000 (0/49995),0.0000 (0/49995),0.0000 (0/49995),0.0000 (0/49995),0.9937 (49681/49995)
