segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7725 (8945/11580),0.0174 (201/11580),0.0000 (0/11580),0.0003 (3/11580),0.0000 (0/11580),0.0000 (0/11580),0.1831 (2120/11580),0.0269 (311/11580),0.0000 (0/11580),0.0000 (0/11580)
active_customer_1m,0.0000 (0/10360),0.3334 (3454/10360),0.6659 (6899/10360),0.0000 (0/10360),0.0007 (7/10360),0.0000 (0/10360),0.0000 (0/10360),0.0000 (0/10360),0.0000 (0/10360),0.0000 (0/10360)
active_customer_6m,0.0000 (0/12488),0.1477 (1844/12488),0.8518 (10637/12488),0.0000 (0/12488),0.0006 (7/12488),0.0000 (0/12488),0.0000 (0/12488),0.0000 (0/12488),0.0000 (0/12488),0.0000 (0/12488)
dead_credit_holder,0.0000 (0/73),0.0274 (2/73),0.0000 (0/73),0.9589 (70/73),0.0000 (0/73),0.0000 (0/73),0.0000 (0/73),0.0000 (0/73),0.0000 (0/73),0.0137 (1/73)
dead_customer,0.0000 (0/19),0.2105 (4/19),0.0000 (0/19),0.0000 (0/19),0.7895 (15/19),0.0000 (0/19),0.0000 (0/19),0.0000 (0/19),0.0000 (0/19),0.0000 (0/19)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1054),0.2040 (215/1054),0.0000 (0/1054),0.0057 (6/1054),0.0000 (0/1054),0.0000 (0/1054),0.0000 (0/1054),0.0000 (0/1054),0.0000 (0/1054),0.7903 (833/1054)
rejected,0.0000 (0/58393),0.0234 (1364/58393),0.0000 (0/58393),0.0001 (3/58393),0.0000 (0/58393),0.0000 (0/58393),0.1171 (6836/58393),0.8595 (50190/58393),0.0000 (0/58393),0.0000 (0/58393)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/52758),0.0684 (3607/52758),0.0000 (0/52758),0.0037 (196/52758),0.0000 (1/52758),0.0000 (0/52758),0.0000 (0/52758),0.0000 (0/52758),0.0000 (0/52758),0.9279 (48954/52758)
