segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7841 (5253/6699),0.0081 (54/6699),0.0000 (0/6699),0.0006 (4/6699),0.0000 (0/6699),0.0000 (0/6699),0.2005 (1343/6699),0.0055 (37/6699),0.0000 (0/6699),0.0012 (8/6699)
active_customer_1m,0.0000 (0/14404),0.5446 (7845/14404),0.4547 (6550/14404),0.0000 (0/14404),0.0006 (9/14404),0.0000 (0/14404),0.0000 (0/14404),0.0000 (0/14404),0.0000 (0/14404),0.0000 (0/14404)
active_customer_6m,0.0000 (0/18375),0.2396 (4403/18375),0.5598 (10287/18375),0.0000 (0/18375),0.0060 (111/18375),0.1945 (3574/18375),0.0000 (0/18375),0.0000 (0/18375),0.0000 (0/18375),0.0000 (0/18375)
dead_credit_holder,0.0000 (0/352),0.0170 (6/352),0.0000 (0/352),0.9261 (326/352),0.0000 (0/352),0.0000 (0/352),0.0000 (0/352),0.0000 (0/352),0.0000 (0/352),0.0568 (20/352)
dead_customer,0.0000 (0/116),0.0517 (6/116),0.0086 (1/116),0.0000 (0/116),0.8621 (100/116),0.0776 (9/116),0.0000 (0/116),0.0000 (0/116),0.0000 (0/116),0.0000 (0/116)
dormant_customer,0.0000 (0/11974),0.0814 (975/11974),0.0000 (0/11974),0.0000 (0/11974),0.0073 (88/11974),0.9112 (10911/11974),0.0000 (0/11974),0.0000 (0/11974),0.0000 (0/11974),0.0000 (0/11974)
fresh_credit_holder,0.0000 (0/1018),0.2623 (267/1018),0.0000 (0/1018),0.0039 (4/1018),0.0000 (0/1018),0.0000 (0/1018),0.0000 (0/1018),0.0000 (0/1018),0.0000 (0/1018),0.7338 (747/1018)
rejected,0.0000 (0/41288),0.0212 (874/41288),0.0000 (1/41288),0.0002 (9/41288),0.0000 (0/41288),0.0000 (0/41288),0.1790 (7391/41288),0.7978 (32938/41288),0.0000 (0/41288),0.0018 (75/41288)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/48342),0.0495 (2391/48342),0.0000 (0/48342),0.0082 (397/48342),0.0001 (3/48342),0.0000 (0/48342),0.0000 (0/48342),0.0000 (0/48342),0.0000 (0/48342),0.9423 (45551/48342)
