segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9982 (146381/146640),0.0000 (6/146640),0.0000 (0/146640),0.0000 (0/146640),0.0000 (0/146640),0.0000 (0/146640),0.0003 (51/146640),0.0014 (202/146640),0.0000 (0/146640),0.0000 (0/146640)
active_customer_1m,0.0000 (0/390316),0.6018 (234882/390316),0.3982 (155408/390316),0.0000 (0/390316),0.0001 (26/390316),0.0000 (0/390316),0.0000 (0/390316),0.0000 (0/390316),0.0000 (0/390316),0.0000 (0/390316)
active_customer_6m,0.0000 (0/647906),0.1911 (123829/647906),0.7224 (468078/647906),0.0000 (0/647906),0.0001 (73/647906),0.0863 (55926/647906),0.0000 (0/647906),0.0000 (0/647906),0.0000 (0/647906),0.0000 (0/647906)
dead_credit_holder,0.0000 (0/70922),0.0001 (5/70922),0.0000 (0/70922),0.9994 (70880/70922),0.0000 (0/70922),0.0000 (0/70922),0.0000 (0/70922),0.0000 (0/70922),0.0000 (0/70922),0.0005 (37/70922)
dead_customer,0.0000 (0/27488),0.0010 (28/27488),0.0022 (61/27488),0.0000 (0/27488),0.9922 (27274/27488),0.0016 (44/27488),0.0000 (0/27488),0.0000 (0/27488),0.0029 (81/27488),0.0000 (0/27488)
dormant_customer,0.0000 (0/175380),0.0389 (6828/175380),0.0001 (24/175380),0.0000 (0/175380),0.0001 (18/175380),0.8377 (146908/175380),0.0000 (0/175380),0.0000 (0/175380),0.1232 (21602/175380),0.0000 (0/175380)
fresh_credit_holder,0.0000 (0/1564),0.0109 (17/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.9891 (1547/1564)
rejected,0.0000 (0/233745),0.0001 (22/233745),0.0000 (0/233745),0.0000 (1/233745),0.0000 (0/233745),0.0000 (0/233745),0.0006 (150/233745),0.9993 (233572/233745),0.0000 (0/233745),0.0000 (0/233745)
soft_churn_customer,0.0000 (0/295823),0.0161 (4761/295823),0.0000 (11/295823),0.0000 (0/295823),0.0007 (202/295823),0.0000 (0/295823),0.0000 (0/295823),0.0000 (0/295823),0.9832 (290849/295823),0.0000 (0/295823)
unactivated_credit_holder,0.0000 (0/1552322),0.0063 (9813/1552322),0.0000 (26/1552322),0.0001 (159/1552322),0.0000 (0/1552322),0.0000 (0/1552322),0.0000 (0/1552322),0.0000 (0/1552322),0.0000 (0/1552322),0.9936 (1542324/1552322)
