segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9984 (13930/13952),0.0000 (0/13952),0.0000 (0/13952),0.0000 (0/13952),0.0000 (0/13952),0.0000 (0/13952),0.0002 (3/13952),0.0014 (19/13952),0.0000 (0/13952),0.0000 (0/13952)
active_customer_1m,0.0000 (0/26044),0.4759 (12395/26044),0.5241 (13649/26044),0.0000 (0/26044),0.0000 (0/26044),0.0000 (0/26044),0.0000 (0/26044),0.0000 (0/26044),0.0000 (0/26044),0.0000 (0/26044)
active_customer_6m,0.0000 (0/69342),0.1199 (8315/69342),0.7904 (54809/69342),0.0000 (0/69342),0.0001 (10/69342),0.0895 (6208/69342),0.0000 (0/69342),0.0000 (0/69342),0.0000 (0/69342),0.0000 (0/69342)
dead_credit_holder,0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.9991 (2240/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.0009 (2/2242)
dead_customer,0.0000 (0/418),0.0072 (3/418),0.0048 (2/418),0.0000 (0/418),0.9665 (404/418),0.0215 (9/418),0.0000 (0/418),0.0000 (0/418),0.0000 (0/418),0.0000 (0/418)
dormant_customer,0.0000 (0/20647),0.0214 (442/20647),0.0000 (0/20647),0.0000 (0/20647),0.0001 (2/20647),0.9783 (20198/20647),0.0000 (0/20647),0.0000 (0/20647),0.0002 (5/20647),0.0000 (0/20647)
fresh_credit_holder,0.0000 (0/277),0.0144 (4/277),0.0000 (0/277),0.0000 (0/277),0.0000 (0/277),0.0000 (0/277),0.0000 (0/277),0.0000 (0/277),0.0000 (0/277),0.9856 (273/277)
rejected,0.0000 (0/63296),0.0001 (5/63296),0.0000 (0/63296),0.0000 (0/63296),0.0000 (0/63296),0.0000 (0/63296),0.0007 (46/63296),0.9992 (63245/63296),0.0000 (0/63296),0.0000 (0/63296)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/233828),0.0060 (1402/233828),0.0000 (0/233828),0.0001 (21/233828),0.0000 (0/233828),0.0000 (0/233828),0.0000 (0/233828),0.0000 (0/233828),0.0000 (0/233828),0.9939 (232405/233828)
