segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8963 (234894/262067),0.0070 (1845/262067),0.0001 (20/262067),0.0001 (29/262067),0.0000 (2/262067),0.0000 (0/262067),0.0777 (20375/262067),0.0181 (4755/262067),0.0000 (0/262067),0.0006 (147/262067)
active_customer_1m,0.0000 (0/306089),0.5638 (172568/306089),0.4358 (133392/306089),0.0000 (0/306089),0.0004 (129/306089),0.0000 (0/306089),0.0000 (0/306089),0.0000 (0/306089),0.0000 (0/306089),0.0000 (0/306089)
active_customer_6m,0.0000 (0/513396),0.2607 (133855/513396),0.6754 (346733/513396),0.0000 (0/513396),0.0007 (354/513396),0.0632 (32454/513396),0.0000 (0/513396),0.0000 (0/513396),0.0000 (0/513396),0.0000 (0/513396)
dead_credit_holder,0.0000 (0/349996),0.0039 (1355/349996),0.0000 (11/349996),0.9365 (327780/349996),0.0000 (0/349996),0.0000 (0/349996),0.0000 (0/349996),0.0000 (0/349996),0.0000 (0/349996),0.0596 (20850/349996)
dead_customer,0.0000 (0/54712),0.0479 (2619/54712),0.0742 (4057/54712),0.0000 (0/54712),0.7856 (42983/54712),0.0355 (1942/54712),0.0000 (0/54712),0.0000 (0/54712),0.0569 (3111/54712),0.0000 (0/54712)
dormant_customer,0.0000 (0/89510),0.0795 (7118/89510),0.0045 (399/89510),0.0000 (0/89510),0.0042 (375/89510),0.8400 (75189/89510),0.0000 (0/89510),0.0000 (0/89510),0.0718 (6429/89510),0.0000 (0/89510)
fresh_credit_holder,0.0000 (0/6238),0.1446 (902/6238),0.0183 (114/6238),0.0026 (16/6238),0.0003 (2/6238),0.0000 (0/6238),0.0000 (0/6238),0.0000 (0/6238),0.0000 (0/6238),0.8342 (5204/6238)
rejected,0.0000 (0/288508),0.0055 (1576/288508),0.0000 (11/288508),0.0000 (14/288508),0.0000 (0/288508),0.0000 (0/288508),0.0299 (8635/288508),0.9642 (278186/288508),0.0000 (0/288508),0.0003 (86/288508)
soft_churn_customer,0.0000 (0/139573),0.0339 (4725/139573),0.0020 (280/139573),0.0000 (0/139573),0.0067 (939/139573),0.0000 (0/139573),0.0000 (0/139573),0.0000 (0/139573),0.9574 (133629/139573),0.0000 (0/139573)
unactivated_credit_holder,0.0000 (0/1532017),0.0238 (36486/1532017),0.0016 (2425/1532017),0.0006 (908/1532017),0.0000 (3/1532017),0.0000 (0/1532017),0.0000 (0/1532017),0.0000 (0/1532017),0.0000 (0/1532017),0.9740 (1492195/1532017)
