segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8071 (1134/1405),0.0078 (11/1405),0.0000 (0/1405),0.0000 (0/1405),0.0000 (0/1405),0.0000 (0/1405),0.1815 (255/1405),0.0028 (4/1405),0.0000 (0/1405),0.0007 (1/1405)
active_customer_1m,0.0000 (0/2297),0.5255 (1207/2297),0.4737 (1088/2297),0.0000 (0/2297),0.0009 (2/2297),0.0000 (0/2297),0.0000 (0/2297),0.0000 (0/2297),0.0000 (0/2297),0.0000 (0/2297)
active_customer_6m,0.0000 (0/2916),0.2414 (704/2916),0.5542 (1616/2916),0.0000 (0/2916),0.0062 (18/2916),0.1982 (578/2916),0.0000 (0/2916),0.0000 (0/2916),0.0000 (0/2916),0.0000 (0/2916)
dead_credit_holder,0.0000 (0/55),0.0182 (1/55),0.0000 (0/55),0.8909 (49/55),0.0000 (0/55),0.0000 (0/55),0.0000 (0/55),0.0000 (0/55),0.0000 (0/55),0.0909 (5/55)
dead_customer,0.0000 (0/24),0.0833 (2/24),0.0000 (0/24),0.0000 (0/24),0.8333 (20/24),0.0833 (2/24),0.0000 (0/24),0.0000 (0/24),0.0000 (0/24),0.0000 (0/24)
dormant_customer,0.0000 (0/1869),0.0776 (145/1869),0.0000 (0/1869),0.0000 (0/1869),0.0080 (15/1869),0.9144 (1709/1869),0.0000 (0/1869),0.0000 (0/1869),0.0000 (0/1869),0.0000 (0/1869)
fresh_credit_holder,0.0000 (0/161),0.2112 (34/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.7888 (127/161)
rejected,0.0000 (0/6668),0.0222 (148/6668),0.0000 (0/6668),0.0000 (0/6668),0.0000 (0/6668),0.0000 (0/6668),0.1639 (1093/6668),0.8119 (5414/6668),0.0000 (0/6668),0.0019 (13/6668)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/7560),0.0455 (344/7560),0.0000 (0/7560),0.0077 (58/7560),0.0000 (0/7560),0.0000 (0/7560),0.0000 (0/7560),0.0000 (0/7560),0.0000 (0/7560),0.9468 (7158/7560)
