segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8250 (1730/2097),0.0200 (42/2097),0.0000 (0/2097),0.0014 (3/2097),0.0000 (0/2097),0.0000 (0/2097),0.1326 (278/2097),0.0172 (36/2097),0.0000 (0/2097),0.0038 (8/2097)
active_customer_1m,0.0000 (0/2363),0.3398 (803/2363),0.6576 (1554/2363),0.0000 (0/2363),0.0025 (6/2363),0.0000 (0/2363),0.0000 (0/2363),0.0000 (0/2363),0.0000 (0/2363),0.0000 (0/2363)
active_customer_6m,0.0000 (0/634),0.1767 (112/634),0.8218 (521/634),0.0000 (0/634),0.0016 (1/634),0.0000 (0/634),0.0000 (0/634),0.0000 (0/634),0.0000 (0/634),0.0000 (0/634)
dead_credit_holder,0.0000 (0/12),0.0833 (1/12),0.0000 (0/12),0.9167 (11/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12)
dead_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1476),0.2371 (350/1476),0.0000 (0/1476),0.0075 (11/1476),0.0000 (0/1476),0.0000 (0/1476),0.0000 (0/1476),0.0000 (0/1476),0.0000 (0/1476),0.7554 (1115/1476)
rejected,0.0000 (0/12180),0.0452 (551/12180),0.0000 (0/12180),0.0015 (18/12180),0.0000 (0/12180),0.0000 (0/12180),0.2287 (2785/12180),0.7181 (8747/12180),0.0000 (0/12180),0.0065 (79/12180)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/2768),0.1055 (292/2768),0.0000 (0/2768),0.0108 (30/2768),0.0000 (0/2768),0.0000 (0/2768),0.0000 (0/2768),0.0000 (0/2768),0.0000 (0/2768),0.8837 (2446/2768)
