segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9650 (26984/27962),0.0035 (99/27962),0.0000 (0/27962),0.0000 (0/27962),0.0000 (0/27962),0.0000 (0/27962),0.0152 (426/27962),0.0156 (435/27962),0.0000 (0/27962),0.0006 (18/27962)
active_customer_1m,0.0000 (0/5141),0.3892 (2001/5141),0.6096 (3134/5141),0.0000 (0/5141),0.0012 (6/5141),0.0000 (0/5141),0.0000 (0/5141),0.0000 (0/5141),0.0000 (0/5141),0.0000 (0/5141)
active_customer_6m,0.0000 (0/23061),0.1943 (4480/23061),0.8053 (18570/23061),0.0000 (0/23061),0.0005 (11/23061),0.0000 (0/23061),0.0000 (0/23061),0.0000 (0/23061),0.0000 (0/23061),0.0000 (0/23061)
dead_credit_holder,0.0000 (0/15695),0.0349 (548/15695),0.0000 (0/15695),0.0241 (378/15695),0.0000 (0/15695),0.0000 (0/15695),0.0000 (0/15695),0.0000 (0/15695),0.0000 (0/15695),0.9410 (14769/15695)
dead_customer,0.0000 (0/76),0.0658 (5/76),0.4211 (32/76),0.0000 (0/76),0.5132 (39/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/231),0.2727 (63/231),0.0000 (0/231),0.0043 (1/231),0.0000 (0/231),0.0000 (0/231),0.0000 (0/231),0.0000 (0/231),0.0000 (0/231),0.7229 (167/231)
rejected,0.0000 (0/77716),0.0037 (286/77716),0.0000 (1/77716),0.0000 (1/77716),0.0000 (0/77716),0.0000 (0/77716),0.0082 (640/77716),0.9876 (76753/77716),0.0000 (0/77716),0.0005 (35/77716)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/60300),0.0317 (1914/60300),0.0000 (0/60300),0.0006 (39/60300),0.0000 (1/60300),0.0000 (0/60300),0.0000 (0/60300),0.0000 (0/60300),0.0000 (0/60300),0.9676 (58346/60300)
