segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9912 (9932/10020),0.0005 (5/10020),0.0000 (0/10020),0.0000 (0/10020),0.0000 (0/10020),0.0000 (0/10020),0.0028 (28/10020),0.0055 (55/10020),0.0000 (0/10020),0.0000 (0/10020)
active_customer_1m,0.0000 (0/13605),0.4034 (5488/13605),0.5965 (8116/13605),0.0000 (0/13605),0.0001 (1/13605),0.0000 (0/13605),0.0000 (0/13605),0.0000 (0/13605),0.0000 (0/13605),0.0000 (0/13605)
active_customer_6m,0.0000 (0/21836),0.1435 (3133/21836),0.7660 (16727/21836),0.0000 (0/21836),0.0002 (5/21836),0.0903 (1971/21836),0.0000 (0/21836),0.0000 (0/21836),0.0000 (0/21836),0.0000 (0/21836)
dead_credit_holder,0.0000 (0/432),0.0023 (1/432),0.0000 (0/432),0.9699 (419/432),0.0000 (0/432),0.0000 (0/432),0.0000 (0/432),0.0000 (0/432),0.0000 (0/432),0.0278 (12/432)
dead_customer,0.0000 (0/121),0.0083 (1/121),0.0413 (5/121),0.0000 (0/121),0.9421 (114/121),0.0083 (1/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121)
dormant_customer,0.0000 (0/7219),0.0319 (230/7219),0.0024 (17/7219),0.0000 (0/7219),0.0001 (1/7219),0.9656 (6971/7219),0.0000 (0/7219),0.0000 (0/7219),0.0000 (0/7219),0.0000 (0/7219)
fresh_credit_holder,0.0000 (0/138),0.1522 (21/138),0.0145 (2/138),0.0000 (0/138),0.0000 (0/138),0.0000 (0/138),0.0362 (5/138),0.0000 (0/138),0.0000 (0/138),0.7971 (110/138)
rejected,0.0000 (0/40046),0.0010 (42/40046),0.0001 (3/40046),0.0000 (0/40046),0.0000 (0/40046),0.0000 (0/40046),0.0022 (88/40046),0.9967 (39913/40046),0.0000 (0/40046),0.0000 (0/40046)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/70438),0.0161 (1131/70438),0.0014 (100/70438),0.0000 (3/70438),0.0000 (0/70438),0.0000 (0/70438),0.0000 (0/70438),0.0000 (0/70438),0.0000 (0/70438),0.9825 (69204/70438)
